"","terminal_model","date_sold","date_repaired","part_code","failure_description"
"2419","A",2019-05-11,2019-12-21,"S01","Screen shutdown"
"2420","A",2018-05-23,2019-06-16,"K01","Key not responding"
"2421","A",2018-11-21,NA,"S01",NA
"2422","A",2017-07-17,2019-01-02,"K01","Key not responding"
"2423","A",2018-04-13,NA,"S01",NA
"2424","A",2018-01-30,2018-03-10,"K01","Key not responding"
"2425","A",2018-11-29,2019-05-19,"K01","Key not responding"
"2426","A",2018-03-15,2019-03-17,"S01","Screen shutdown"
"2427","A",2018-11-20,NA,"S01",NA
"2428","A",2019-12-27,NA,"S01",NA
"2429","A",2019-07-26,NA,"K01",NA
"2430","A",2019-09-17,NA,"S01",NA
"2431","A",2018-05-08,2019-11-15,"K01","Key not responding"
"2432","A",2019-01-03,NA,"S01",NA
"2433","A",2019-06-22,NA,"S01",NA
"2434","A",2018-03-21,NA,"S01",NA
"2435","A",2017-09-19,NA,"S01",NA
"2436","A",2018-01-25,NA,"S01",NA
"2437","A",2017-04-27,2017-05-02,"K01","Key not responding"
"2438","A",2017-11-22,2018-02-01,"K01","Key not responding"
"2439","A",2019-07-23,NA,"S01",NA
"2440","A",2018-10-10,NA,"S01",NA
"2441","A",2017-05-14,NA,"S01",NA
"2442","A",2018-11-29,NA,"S01",NA
"2443","A",2019-03-20,2019-04-10,"K01","Key not responding"
"2444","A",2018-11-06,2018-12-09,"K01","Key not responding"
"2445","A",2018-06-02,2019-12-04,"S01","Screen flickering"
"2446","A",2019-09-18,NA,"S01",NA
"2447","A",2019-12-27,2020-01-08,"K01","Key not responding"
"2448","A",2018-12-16,NA,"S01",NA
"2449","A",2019-09-25,NA,"K01",NA
"2450","A",2019-09-26,2020-01-09,"K01","Key not responding"
"2451","A",2018-04-06,2019-05-27,"K01","Key not responding"
"2452","A",2019-07-25,NA,"K01",NA
"2453","A",2018-04-28,NA,"S01",NA
"2454","A",2019-12-17,NA,"S01",NA
"2455","A",2017-12-20,2019-10-12,"K01","Key not responding"
"2456","A",2019-03-31,2019-05-20,"K01","Key not responding"
"2457","A",2018-11-22,NA,"K01",NA
"2458","A",2017-04-13,NA,"S01",NA
"2459","A",2019-12-12,NA,"K01",NA
"2460","A",2017-04-21,2017-05-09,"K01","Key not responding"
"2461","A",2019-08-04,2019-10-03,"K01","Key not responding"
"2462","A",2019-11-26,2019-12-29,"K01","Key not responding"
"2463","A",2017-01-19,2019-11-16,"S01","Screen flickering"
"2464","A",2019-12-01,NA,"S01",NA
"2465","A",2019-12-22,NA,"S01",NA
"2466","A",2019-12-08,NA,"K01",NA
"2467","A",2019-04-07,2019-06-12,"K01","Key not responding"
"2468","A",2018-12-30,NA,"S01",NA
"2469","A",2019-08-01,2019-08-02,"K01","Key not responding"
"2470","A",2019-08-09,NA,"S01",NA
"2471","A",2019-07-26,NA,"S01",NA
"2472","A",2018-09-26,2019-12-01,"S01","Screen shutdown"
"2473","A",2018-12-21,NA,"S01",NA
"2474","A",2019-02-12,NA,"K01",NA
"2475","A",2018-05-12,2018-07-14,"K01","Key not responding"
"2476","A",2018-03-24,2018-06-18,"K01","Key not responding"
"2477","A",2019-11-30,NA,"K01",NA
"2478","A",2019-10-04,NA,"K01",NA
"2479","A",2018-12-11,2019-01-20,"S01","Screen shutdown"
"2480","A",2018-04-18,NA,"S01",NA
"2481","A",2018-12-11,NA,"S01",NA
"2482","A",2018-06-03,NA,"S01",NA
"2483","A",2019-11-22,NA,"S01",NA
"2484","A",2017-02-03,2017-03-24,"K01","Key not responding"
"2485","A",2019-07-18,NA,"S01",NA
"2486","A",2017-04-06,NA,"S01",NA
"2487","A",2017-02-24,2018-07-26,"S01","Screen shutdown"
"2488","A",2019-09-14,NA,"S01",NA
"2489","A",2018-11-11,NA,"K01",NA
"2490","A",2019-04-28,NA,"S01",NA
"2491","A",2018-12-12,NA,"S01",NA
"2492","A",2018-10-10,NA,"S01",NA
"2493","A",2019-12-04,NA,"S01",NA
"2494","A",2018-03-23,2018-06-11,"K01","Key not responding"
"2495","A",2017-02-25,2019-05-11,"S01","Screen flickering"
"2496","A",2019-12-14,NA,"S01",NA
"2497","A",2019-09-12,NA,"S01",NA
"2498","A",2019-12-29,NA,"S01",NA
"2499","A",2019-09-04,NA,"S01",NA
"2500","A",2018-01-27,2018-08-16,"S01","Screen shutdown"
"2501","A",2019-09-25,NA,"K01",NA
"2502","A",2018-06-06,2019-03-05,"K01","Key not responding"
"2503","A",2018-06-06,NA,"S01",NA
"2504","A",2018-08-16,NA,"S01",NA
"2505","A",2019-12-15,NA,"K01",NA
"2506","A",2017-01-27,2018-02-01,"K01","Key not responding"
"2507","A",2017-11-07,NA,"K01",NA
"2508","A",2018-10-13,NA,"S01",NA
"2509","A",2018-11-07,2019-10-23,"K01","Key not responding"
"2510","A",2018-12-24,NA,"K01",NA
"2511","A",2019-05-29,2019-07-20,"K01","Key not responding"
"2512","A",2017-08-04,2018-06-28,"K01","Key not responding"
"2513","A",2018-09-27,NA,"S01",NA
"2514","A",2019-11-12,NA,"K01",NA
"2515","A",2017-04-07,NA,"K01",NA
"2516","A",2018-05-29,NA,"S01",NA
"2517","A",2017-05-09,2018-04-25,"S01","Screen shutdown"
"2518","A",2019-11-24,NA,"K01",NA
"2519","A",2017-03-12,2019-05-20,"S01","Screen flickering"
"2520","A",2019-07-14,2019-08-29,"K01","Key not responding"
"2521","A",2019-08-10,NA,"S01",NA
"2522","A",2017-08-29,2017-09-13,"K01","Key not responding"
"2523","A",2018-01-22,2018-03-10,"K01","Key not responding"
"2524","A",2017-04-06,2018-12-16,"S01","Screen shutdown"
"2525","A",2018-10-02,2019-09-13,"K01","Key not responding"
"2526","A",2018-04-26,NA,"S01",NA
"2527","A",2018-07-19,NA,"S01",NA
"2528","A",2018-11-26,2019-09-05,"K01","Key not responding"
"2529","A",2019-12-25,NA,"S01",NA
"2530","A",2019-11-06,NA,"S01",NA
"2531","A",2018-09-02,NA,"S01",NA
"2532","A",2019-12-21,NA,"K01",NA
"2533","A",2019-09-14,NA,"S01",NA
"2534","A",2018-09-15,NA,"S01",NA
"2535","A",2019-11-19,NA,"S01",NA
"2536","A",2019-05-07,NA,"S01",NA
"2537","A",2017-03-27,2018-07-09,"K01","Key not responding"
"2538","A",2017-04-02,NA,"S01",NA
"2539","A",2019-07-06,2019-07-23,"K01","Key not responding"
"2540","A",2018-12-30,NA,"S01",NA
"2541","A",2017-12-18,NA,"S01",NA
"2542","A",2019-12-09,2019-12-23,"K01","Key not responding"
"2543","A",2017-10-07,2018-03-13,"S01","Screen shutdown"
"2544","A",2019-10-23,2020-01-08,"K01","Key not responding"
"2545","A",2019-08-07,NA,"S01",NA
"2546","A",2017-09-05,2019-03-08,"K01","Key not responding"
"2547","A",2018-07-24,NA,"S01",NA
"2548","A",2018-05-07,NA,"K01",NA
"2549","A",2018-01-04,NA,"S01",NA
"2550","A",2019-12-28,NA,"S01",NA
"2551","A",2018-12-04,2018-12-12,"K01","Key not responding"
"2552","A",2019-12-12,NA,"S01",NA
"2553","A",2019-07-30,NA,"S01",NA
"2554","A",2019-12-01,2020-01-07,"K01","Key not responding"
"2555","A",2019-11-30,NA,"S01",NA
"2556","A",2018-07-09,2019-09-09,"K01","Key not responding"
"2557","A",2019-10-29,NA,"S01",NA
"2558","A",2019-12-02,NA,"S01",NA
"2559","A",2018-11-13,NA,"S01",NA
"2560","A",2018-10-30,NA,"S01",NA
"2561","A",2019-12-31,NA,"S01",NA
"2562","A",2018-12-09,NA,"S01",NA
"2563","A",2017-12-19,2018-11-23,"K01","Key not responding"
"2564","A",2019-12-16,NA,"K01",NA
"2565","A",2017-07-18,NA,"S01",NA
"2566","A",2017-12-08,2017-12-24,"K01","Key not responding"
"2567","A",2019-04-23,NA,"S01",NA
"2568","A",2019-04-11,NA,"K01",NA
"2569","A",2017-10-06,2017-11-23,"K01","Key not responding"
"2570","A",2018-06-27,2018-07-01,"S01","Screen shutdown"
"2571","A",2017-05-26,2018-04-13,"K01","Key not responding"
"2572","A",2019-06-06,2019-10-11,"K01","Key not responding"
"2573","A",2018-02-01,2019-06-03,"S01","Screen shutdown"
"2574","A",2019-04-17,NA,"S01",NA
"2575","A",2017-11-27,2018-09-18,"K01","Key not responding"
"2576","A",2017-02-08,2018-10-14,"S01","Screen flickering"
"2577","A",2019-06-10,NA,"S01",NA
"2578","A",2019-12-25,NA,"K01",NA
"2579","A",2019-05-05,NA,"K01",NA
"2580","A",2018-08-29,2019-01-14,"K01","Key not responding"
"2581","A",2018-01-25,NA,"S01",NA
"2582","A",2018-12-23,2019-01-07,"K01","Key not responding"
"2583","A",2018-12-23,2019-10-13,"K01","Key not responding"
"2584","A",2019-01-11,NA,"S01",NA
"2585","A",2019-06-08,NA,"K01",NA
"2586","A",2019-12-22,NA,"S01",NA
"2587","A",2019-03-02,NA,"S01",NA
"2588","A",2018-10-20,NA,"S01",NA
"2589","A",2019-01-19,2019-05-13,"K01","Key not responding"
"2590","A",2018-03-28,NA,"S01",NA
"2591","A",2017-06-02,2018-04-17,"K01","Key not responding"
"2592","A",2018-03-23,NA,"S01",NA
"2593","A",2019-11-28,NA,"K01",NA
"2594","A",2019-10-05,NA,"K01",NA
"2595","A",2018-10-30,NA,"S01",NA
"2596","A",2018-02-11,2018-03-24,"K01","Key not responding"
"2597","A",2018-07-30,NA,"S01",NA
"2598","A",2019-10-06,NA,"S01",NA
"2599","A",2018-11-30,NA,"S01",NA
"2600","A",2017-09-02,2019-10-11,"S01","Screen shutdown"
"2601","A",2018-07-25,NA,"S01",NA
"2602","A",2018-12-28,NA,"S01",NA
"2603","A",2019-11-10,NA,"K01",NA
"2604","A",2017-08-21,NA,"S01",NA
"2605","A",2017-12-26,NA,"S01",NA
"2606","A",2019-12-06,NA,"S01",NA
"2607","A",2019-08-11,2020-01-18,"K01","Key not responding"
"2608","A",2019-07-10,NA,"S01",NA
"2609","A",2019-12-27,NA,"S01",NA
"2610","A",2018-01-25,2019-11-21,"S01","Screen flickering"
"2611","A",2018-03-26,2019-12-09,"K01","Key not responding"
"2612","A",2018-09-02,2018-12-13,"K01","Key not responding"
"2613","A",2019-02-11,NA,"S01",NA
"2614","A",2017-05-14,NA,"S01",NA
"2615","A",2017-05-15,2018-11-10,"S01","Screen shutdown"
"2616","A",2018-11-02,NA,"S01",NA
"2617","A",2018-03-23,2018-04-29,"K01","Key not responding"
"2618","A",2018-03-28,NA,"S01",NA
"2619","A",2017-07-11,2019-05-26,"S01","Screen shutdown"
"2620","A",2019-12-29,NA,"S01",NA
"2621","A",2018-07-19,NA,"K01",NA
"2622","A",2019-03-24,NA,"S01",NA
"2623","A",2018-11-12,NA,"K01",NA
"2624","A",2017-08-28,NA,"S01",NA
"2625","A",2018-07-25,2018-11-02,"K01","Key not responding"
"2626","A",2018-08-31,2018-09-25,"K01","Key not responding"
"2627","A",2017-10-14,2018-10-25,"S01","Screen shutdown"
"2628","A",2019-06-06,NA,"S01",NA
"2629","A",2019-12-29,NA,"S01",NA
"2630","A",2017-05-17,2017-05-21,"K01","Key not responding"
"2631","A",2018-12-31,2019-04-28,"S01","Screen shutdown"
"2632","A",2017-06-24,2017-08-02,"K01","Key not responding"
"2633","A",2017-10-13,NA,"S01",NA
"2634","A",2017-09-19,2019-11-17,"K01","Key not responding"
"2635","A",2019-09-16,NA,"S01",NA
"2636","A",2019-12-18,NA,"S01",NA
"2637","A",2017-12-19,NA,"K01",NA
"2638","A",2018-02-02,NA,"S01",NA
"2639","A",2019-11-10,NA,"S01",NA
"2640","A",2018-03-24,NA,"S01",NA
"2641","A",2019-04-19,2019-10-18,"S01","Screen shutdown"
"2642","A",2017-11-03,2017-12-19,"S01","Screen shutdown"
"2643","A",2019-02-09,2019-03-21,"K01","Key not responding"
"2644","A",2018-04-22,NA,"S01",NA
"2645","A",2017-11-11,2018-01-05,"K01","Key not responding"
"2646","A",2018-12-02,2019-11-20,"K01","Key not responding"
"2647","A",2017-05-12,2017-09-14,"S01","Screen shutdown"
"2648","A",2017-10-29,2018-01-12,"K01","Key not responding"
"2649","A",2017-10-30,2019-09-22,"S01","Screen shutdown"
"2650","A",2019-12-12,NA,"S01",NA
"2651","A",2019-06-28,NA,"S01",NA
"2652","A",2018-09-15,2020-01-05,"S01","Screen shutdown"
"2653","A",2017-11-16,2018-03-04,"K01","Key not responding"
"2654","A",2019-12-06,NA,"K01",NA
"2655","A",2019-12-31,NA,"S01",NA
"2656","A",2018-03-22,NA,"S01",NA
"2657","A",2017-11-30,2019-10-05,"S01","Screen flickering"
"2658","A",2018-10-16,NA,"S01",NA
"2659","A",2019-01-05,NA,"S01",NA
"2660","A",2018-08-27,2019-11-04,"K01","Key not responding"
"2661","A",2018-11-22,NA,"S01",NA
"2662","A",2019-10-09,NA,"K01",NA
"2663","A",2019-08-31,2019-10-28,"K01","Key not responding"
"2664","A",2019-12-22,NA,"S01",NA
"2665","A",2018-01-11,NA,"S01",NA
"2666","A",2019-09-14,NA,"S01",NA
"2667","A",2019-11-28,NA,"S01",NA
"2668","A",2018-12-12,NA,"S01",NA
"2669","A",2018-02-15,NA,"K01",NA
"2670","A",2018-11-26,NA,"S01",NA
"2671","A",2018-06-19,2018-08-09,"K01","Key not responding"
"2672","A",2018-12-21,2019-05-04,"S01","Screen shutdown"
"2673","A",2019-01-20,NA,"S01",NA
"2674","A",2019-12-05,NA,"S01",NA
"2675","A",2019-12-30,NA,"K01",NA
"2676","A",2019-07-27,NA,"S01",NA
"2677","A",2017-08-31,NA,"S01",NA
"2678","A",2018-12-19,2019-02-20,"K01","Key not responding"
"2679","A",2018-12-16,NA,"S01",NA
"2680","A",2018-05-15,2019-08-12,"K01","Key not responding"
"2681","A",2019-10-18,NA,"K01",NA
"2682","A",2018-10-14,NA,"S01",NA
"2683","A",2018-11-02,2019-01-11,"K01","Key not responding"
"2684","A",2019-07-02,NA,"S01",NA
"2685","A",2019-11-02,NA,"S01",NA
"2686","A",2018-02-26,2018-12-24,"S01","Screen shutdown"
"2687","A",2019-10-31,NA,"K01",NA
"2688","A",2018-03-01,NA,"S01",NA
"2689","A",2017-12-31,2018-03-15,"K01","Key not responding"
"2690","A",2018-11-18,2019-10-29,"K01","Key not responding"
"2691","A",2018-01-03,NA,"S01",NA
"2692","A",2019-10-07,NA,"S01",NA
"2693","A",2018-06-04,2019-10-03,"S01","Screen flickering"
"2694","A",2019-09-07,2019-11-12,"K01","Key not responding"
"2695","A",2018-05-25,NA,"S01",NA
"2696","A",2019-11-29,NA,"K01",NA
"2697","A",2019-12-22,NA,"S01",NA
"2698","A",2019-03-03,NA,"S01",NA
"2699","A",2019-12-18,NA,"K01",NA
"2700","A",2017-12-10,2019-04-06,"S01","Screen shutdown"
"2701","A",2019-12-23,NA,"S01",NA
"2702","A",2018-01-29,2019-07-20,"K01","Key not responding"
"2703","A",2019-12-15,NA,"S01",NA
"2704","A",2017-12-13,2019-09-12,"K01","Key not responding"
"2705","A",2019-08-10,NA,"S01",NA
"2706","A",2019-02-21,NA,"S01",NA
"2707","A",2019-01-31,2019-02-13,"K01","Key not responding"
"2708","A",2017-06-04,2018-04-23,"S01","Screen shutdown"
"2709","A",2017-12-20,2018-03-14,"K01","Key not responding"
"2710","A",2018-09-13,NA,"S01",NA
"2711","A",2019-10-10,NA,"S01",NA
"2712","A",2017-08-16,2019-12-22,"S01","Screen shutdown"
"2713","A",2018-05-09,NA,"S01",NA
"2714","A",2017-04-03,2018-11-14,"K01","Key not responding"
"2715","A",2019-08-23,NA,"S01",NA
"2716","A",2018-12-31,NA,"K01",NA
"2717","A",2019-05-15,2019-12-08,"S01","Screen shutdown"
"2718","A",2018-12-23,2020-01-12,"S01","Screen shutdown"
"2719","A",2018-12-29,NA,"S01",NA
"2720","A",2019-02-09,NA,"S01",NA
"2721","A",2019-05-12,NA,"S01",NA
"2722","A",2017-01-26,2018-06-05,"K01","Key not responding"
"2723","A",2017-07-20,NA,"S01",NA
"2724","A",2019-04-04,NA,"S01",NA
"2725","A",2018-05-10,2018-07-29,"S01","Screen shutdown"
"2726","A",2017-04-25,2019-11-01,"S01","Screen shutdown"
"2727","A",2018-09-30,NA,"S01",NA
"2728","A",2018-03-01,NA,"S01",NA
"2729","A",2019-06-09,NA,"K01",NA
"2730","A",2018-03-26,NA,"S01",NA
"2731","A",2019-11-08,NA,"S01",NA
"2732","A",2019-06-14,2019-09-28,"K01","Key not responding"
"2733","A",2017-11-17,NA,"S01",NA
"2734","A",2017-12-23,2019-05-15,"K01","Key not responding"
"2735","A",2017-04-12,2017-04-21,"K01","Key not responding"
"2736","A",2019-10-31,NA,"S01",NA
"2737","A",2019-02-09,NA,"S01",NA
"2738","A",2019-08-07,NA,"S01",NA
"2739","A",2019-01-30,NA,"S01",NA
"2740","A",2019-08-16,NA,"K01",NA
"2741","A",2019-03-06,NA,"S01",NA
"2742","A",2018-12-13,2019-11-26,"K01","Key not responding"
"2743","A",2019-10-12,2019-11-29,"K01","Key not responding"
"2744","A",2019-12-18,NA,"S01",NA
"2745","A",2019-09-10,NA,"S01",NA
"2746","A",2019-06-04,NA,"S01",NA
"2747","A",2017-12-23,2019-03-14,"K01","Key not responding"
"2748","A",2018-09-08,NA,"K01",NA
"2749","A",2017-11-28,NA,"S01",NA
"2750","A",2018-09-23,NA,"S01",NA
"2751","A",2017-11-16,NA,"S01",NA
"2752","A",2018-01-12,2018-02-24,"K01","Key not responding"
"2753","A",2019-12-18,NA,"S01",NA
"2754","A",2019-09-30,NA,"K01",NA
"2755","A",2019-03-02,NA,"S01",NA
"2756","A",2019-03-24,2019-05-05,"K01","Key not responding"
"2757","A",2019-11-06,NA,"S01",NA
"2758","A",2018-06-04,2018-07-10,"K01","Key not responding"
"2759","A",2019-05-19,NA,"S01",NA
"2760","A",2019-12-30,NA,"S01",NA
"2761","A",2019-08-06,NA,"S01",NA
"2762","A",2019-06-04,NA,"S01",NA
"2763","A",2019-11-22,NA,"S01",NA
"2764","A",2019-11-15,NA,"S01",NA
"2765","A",2019-02-24,NA,"S01",NA
"2766","A",2018-06-24,NA,"S01",NA
"2767","A",2019-05-13,2019-10-17,"K01","Key not responding"
"2768","A",2018-12-29,2019-05-04,"K01","Key not responding"
"2769","A",2019-08-27,2019-11-21,"K01","Key not responding"
"2770","A",2019-02-18,NA,"S01",NA
"2771","A",2018-12-02,NA,"S01",NA
"2772","A",2018-03-05,NA,"S01",NA
"2773","A",2019-12-01,NA,"S01",NA
"2774","A",2018-12-06,NA,"S01",NA
"2775","A",2019-09-12,2019-10-09,"K01","Key not responding"
"2776","A",2018-01-10,2019-02-26,"K01","Key not responding"
"2777","A",2018-03-30,NA,"S01",NA
"2778","A",2017-10-03,NA,"S01",NA
"2779","A",2018-03-26,2019-04-17,"K01","Key not responding"
"2780","A",2019-06-12,NA,"S01",NA
"2781","A",2018-03-12,NA,"S01",NA
"2782","A",2018-12-19,2019-01-03,"K01","Key not responding"
"2783","A",2019-01-31,2020-01-03,"K01","Key not responding"
"2784","A",2019-10-12,NA,"K01",NA
"2785","A",2017-12-07,2019-07-10,"S01","Screen flickering"
"2786","A",2019-04-06,NA,"S01",NA
"2787","A",2019-04-28,NA,"S01",NA
"2788","A",2019-01-17,NA,"S01",NA
"2789","A",2019-05-27,2019-07-12,"K01","Key not responding"
"2790","A",2018-10-16,2018-11-27,"K01","Key not responding"
"2791","A",2019-09-12,2019-09-25,"K01","Key not responding"
"2792","A",2018-06-07,NA,"S01",NA
"2793","A",2018-02-23,NA,"S01",NA
"2794","A",2017-09-30,NA,"K01",NA
"2795","A",2018-12-26,NA,"K01",NA
"2796","A",2017-12-08,NA,"S01",NA
"2797","A",2019-07-20,NA,"S01",NA
"2798","A",2018-03-22,NA,"K01",NA
"2799","A",2018-08-13,NA,"S01",NA
"2800","A",2017-11-15,NA,"S01",NA
"2801","A",2019-03-06,NA,"S01",NA
"2802","A",2017-10-02,2017-12-03,"K01","Key not responding"
"2803","A",2018-05-20,NA,"K01",NA
"2804","A",2019-04-25,NA,"S01",NA
"2805","A",2017-12-03,NA,"S01",NA
"2806","A",2019-11-28,NA,"S01",NA
"2807","A",2018-12-29,NA,"S01",NA
"2808","A",2018-12-20,NA,"S01",NA
"2809","A",2019-04-04,NA,"S01",NA
"2810","A",2019-12-13,NA,"K01",NA
"2811","A",2018-12-20,NA,"S01",NA
"2812","A",2017-11-09,2019-05-15,"S01","Screen shutdown"
"2813","A",2018-12-09,2019-08-23,"K01","Key not responding"
"2814","A",2019-10-10,NA,"S01",NA
"2815","A",2019-06-24,NA,"S01",NA
"2816","A",2018-05-18,NA,"S01",NA
"2817","A",2017-09-09,NA,"S01",NA
"2818","A",2019-10-03,NA,"K01",NA
"2819","A",2019-05-01,NA,"S01",NA
"2820","A",2018-01-29,NA,"S01",NA
"2821","A",2019-08-25,2019-12-16,"K01","Key not responding"
"2822","A",2019-12-23,NA,"K01",NA
"2823","A",2019-01-05,2019-02-02,"K01","Key not responding"
"2824","A",2019-03-07,NA,"S01",NA
"2825","A",2019-10-17,NA,"S01",NA
"2826","A",2019-05-16,NA,"S01",NA
"2827","A",2018-12-09,NA,"S01",NA
"2828","A",2019-02-07,NA,"K01",NA
"2829","A",2017-09-26,2018-02-14,"K01","Key not responding"
"2830","A",2018-11-21,2019-01-08,"K01","Key not responding"
"2831","A",2019-02-04,2019-10-03,"S01","Screen shutdown"
"2832","A",2017-12-17,NA,"S01",NA
"2833","A",2019-11-23,NA,"K01",NA
"2834","A",2018-08-24,NA,"S01",NA
"2835","A",2018-02-15,2019-09-15,"S01","Screen flickering"
"2836","A",2019-06-15,NA,"K01",NA
"2837","A",2019-04-09,NA,"S01",NA
"2838","A",2018-02-16,NA,"S01",NA
"2839","A",2018-06-28,NA,"S01",NA
"2840","A",2018-10-10,NA,"S01",NA
"2841","A",2017-08-28,2017-12-24,"K01","Key not responding"
"2842","A",2019-03-03,NA,"S01",NA
"2843","A",2018-02-01,NA,"S01",NA
"2844","A",2017-06-29,2017-08-05,"K01","Key not responding"
"2845","A",2019-11-13,NA,"S01",NA
"2846","A",2018-03-10,2018-05-09,"K01","Key not responding"
"2847","A",2018-11-19,2020-01-14,"K01","Key not responding"
"2848","A",2019-12-14,NA,"S01",NA
"2849","A",2019-01-22,NA,"S01",NA
"2850","A",2017-12-19,2019-09-30,"S01","Screen flickering"
"2851","A",2019-12-19,NA,"K01",NA
"2852","A",2019-10-22,NA,"S01",NA
"2853","A",2019-05-09,NA,"S01",NA
"2854","A",2018-09-07,NA,"K01",NA
"2855","A",2019-06-03,2019-08-20,"K01","Key not responding"
"2856","A",2018-08-30,NA,"S01",NA
"2857","A",2018-07-16,2019-09-23,"K01","Key not responding"
"2858","A",2018-02-05,2019-06-18,"S01","Screen shutdown"
"2859","A",2019-03-06,NA,"K01",NA
"2860","A",2017-12-19,NA,"S01",NA
"2861","A",2019-12-21,NA,"S01",NA
"2862","A",2019-12-05,NA,"S01",NA
"2863","A",2018-11-29,NA,"S01",NA
"2864","A",2017-12-09,NA,"S01",NA
"2865","A",2019-11-11,NA,"K01",NA
"2866","A",2018-12-01,2018-12-12,"S01","Screen shutdown"
"2867","A",2017-02-18,2019-04-09,"K01","Key not responding"
"2868","A",2019-09-21,NA,"S01",NA
"2869","A",2019-12-14,NA,"K01",NA
"2870","A",2019-10-07,NA,"K01",NA
"2871","A",2019-07-03,NA,"S01",NA
"2872","A",2019-11-03,NA,"S01",NA
"2873","A",2017-09-28,NA,"S01",NA
"2874","A",2019-03-04,NA,"K01",NA
"2875","A",2017-09-10,NA,"S01",NA
"2876","A",2019-07-24,2019-08-10,"K01","Key not responding"
"2877","A",2019-12-19,NA,"S01",NA
"2878","A",2019-12-09,2020-01-11,"K01","Key not responding"
"2879","A",2017-07-03,2019-07-14,"S01","Screen shutdown"
"2880","A",2019-12-13,NA,"S01",NA
"2881","A",2018-05-13,2019-12-27,"K01","Key not responding"
"2882","A",2017-09-02,NA,"K01",NA
"2883","A",2019-03-09,NA,"S01",NA
"2884","A",2019-12-12,2020-01-16,"K01","Key not responding"
"2885","A",2019-10-28,NA,"K01",NA
"2886","A",2017-08-19,NA,"S01",NA
"2887","A",2019-12-18,NA,"S01",NA
"2888","A",2019-06-19,NA,"S01",NA
"2889","A",2018-03-09,2018-10-04,"K01","Key not responding"
"2890","A",2018-01-23,NA,"S01",NA
"2891","A",2019-08-19,NA,"S01",NA
"2892","A",2019-01-19,NA,"K01",NA
"2893","A",2019-12-29,NA,"S01",NA
"2894","A",2019-02-14,NA,"S01",NA
"2895","A",2019-07-13,NA,"S01",NA
"2896","A",2017-05-23,2018-06-28,"K01","Key not responding"
"2897","A",2019-11-17,NA,"S01",NA
"2898","A",2018-12-05,2019-01-14,"K01","Key not responding"
"2899","A",2017-04-11,2017-05-02,"K01","Key not responding"
"2900","A",2018-07-03,NA,"S01",NA
"2901","A",2018-12-30,NA,"S01",NA
"2902","A",2019-06-17,NA,"S01",NA
"2903","A",2019-12-02,NA,"K01",NA
"2904","A",2019-02-14,2019-03-02,"K01","Key not responding"
"2905","A",2017-10-27,NA,"S01",NA
"2906","A",2019-07-23,2019-09-08,"K01","Key not responding"
"2907","A",2017-09-29,NA,"S01",NA
"2908","A",2018-07-29,NA,"S01",NA
"2909","A",2018-03-16,NA,"S01",NA
"2910","A",2018-12-26,2019-09-19,"S01","Screen shutdown"
"2911","A",2018-12-30,NA,"K01",NA
"2912","A",2018-08-31,NA,"S01",NA
"2913","A",2018-10-20,NA,"S01",NA
"2914","A",2018-12-20,NA,"S01",NA
"2915","A",2018-10-09,2018-12-07,"K01","Key not responding"
"2916","A",2019-12-18,NA,"S01",NA
"2917","A",2017-05-22,2017-07-08,"K01","Key not responding"
"2918","A",2017-12-02,2019-10-31,"K01","Key not responding"
"2919","A",2018-06-03,NA,"S01",NA
"2920","A",2018-04-09,NA,"K01",NA
"2921","A",2017-12-03,NA,"S01",NA
"2922","A",2018-11-15,NA,"S01",NA
"2923","A",2018-07-04,2019-01-01,"S01","Screen shutdown"
"2924","A",2019-07-13,NA,"S01",NA
"2925","A",2018-12-10,NA,"K01",NA
"2926","A",2019-11-16,NA,"S01",NA
"2927","A",2017-06-27,2017-07-16,"K01","Key not responding"
"2928","A",2019-01-20,NA,"S01",NA
"2929","A",2019-04-21,2019-07-20,"K01","Key not responding"
"2930","A",2019-07-29,NA,"S01",NA
"2931","A",2019-03-13,NA,"S01",NA
"2932","A",2018-05-09,NA,"K01",NA
"2933","A",2019-08-11,NA,"S01",NA
"2934","A",2018-07-10,NA,"S01",NA
"2935","A",2019-03-22,NA,"S01",NA
"2936","A",2019-09-19,NA,"K01",NA
"2937","A",2019-12-19,NA,"S01",NA
"2938","A",2019-08-14,NA,"S01",NA
"2939","A",2018-05-27,NA,"S01",NA
"2940","A",2018-12-30,NA,"S01",NA
"2941","A",2017-07-27,2017-11-02,"S01","Screen shutdown"
"2942","A",2018-12-01,2019-03-13,"K01","Key not responding"
"2943","A",2018-05-18,2019-01-29,"S01","Screen shutdown"
"2944","A",2019-12-18,NA,"S01",NA
"2945","A",2018-11-15,NA,"S01",NA
"2946","A",2017-12-21,2019-03-04,"S01","Screen shutdown"
"2947","A",2019-12-09,NA,"K01",NA
"2948","A",2017-10-10,2019-06-21,"K01","Key not responding"
"2949","A",2018-03-13,NA,"K01",NA
"2950","A",2019-02-01,NA,"S01",NA
"2951","A",2019-09-29,2019-10-30,"K01","Key not responding"
"2952","A",2019-02-25,NA,"S01",NA
"2953","A",2017-12-20,NA,"S01",NA
"2954","A",2019-09-07,NA,"S01",NA
"2955","A",2017-07-14,2019-08-27,"S01","Screen shutdown"
"2956","A",2019-10-05,NA,"S01",NA
"2957","A",2017-08-06,NA,"S01",NA
